Category,Title,URL_Title,Authors,Event,Date,Box
ANAIS DE EVENTO,Data mining applied in fake news classification through textual patterns,https://sol.sbc.org.br/index.php/webmedia/article/view/8040,"Moraes, Marcos Paulo; Sampaio, Jonice de Oliveira; Charles, Anderson C.",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB (WEBMEDIA),2019-10-29,Caixa 7
ANAIS DE EVENTO,A Proposal for Supporting Sensory Effect Rendering in Ginga-NCL,https://sol.sbc.org.br/index.php/webmedia/article/view/8033,"Rodrigues, Renato O.; Josué, Marina I. P.; Abreu,  Raphael S.; Amorim,  Glauco F.; Muchaluat-Saade, Débora C.; Santos, Joel A. F. dos",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB (WEBMEDIA),2019-10-29,Caixa 7
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/eniac/article/view/18424,"Faria, Elaine Ribeiro de; Guerra, Paulo de Tarso",ANAIS DO ENCONTRO NACIONAL DE INTELIGêNCIA ARTIFICIAL E COMPUTACIONAL (ENIAC),2021-11-29,Caixa 7
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/eniac/article/view/4484,"Mauá, Denis Deratani; Naldi, Murilo",ANAIS DO ENCONTRO NACIONAL DE INTELIGêNCIA ARTIFICIAL E COMPUTACIONAL (ENIAC),2018-10-22,Caixa 7
ANAIS DE EVENTO,SpamBands: uma metodologia para identificação de fontes de spam agindo de forma orquestrada,https://sol.sbc.org.br/index.php/sbseg/article/view/20136,"Fazzion, Elverton; Las-Casas, Pedro Henrique B.; Fonseca, Osvaldo; Guedes, Dorgival; Meira Jr., Wagner; Hoepers, Cristine; Steding-Jessen, Klaus; Chaves, Marcelo H. P.",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION AND COMPUTATIONAL SYSTEMS SECURITY (SBSEG),2014-11-03,Caixa 7
ANAIS DE EVENTO,Uma Metodologia para Agrupamento e Extração de Informações de URLs de Phishing,https://sol.sbc.org.br/index.php/sbseg/article/view/13970,"Santos, Welton; Fazzion, Elverton; Fonseca, Osvaldo; Cunha, Ítalo; Chaves, Marcelo; Hoepers, Cristine; Steding-Jessen, Klaus; Guedes, Dorgival; Meira jr, Wagner",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION AND COMPUTATIONAL SYSTEMS SECURITY (SBSEG),2019-09-02,Caixa 7
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/17624,"Pereira, Adriano César Machado",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2021-10-17,Caixa 7
ANAIS DE EVENTO,A Proposal for Supporting Sensory Effect Rendering in Ginga-NCL,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/8161,"Rodrigues, Renato de Oliveira; Josué, Marina I. P.; Abreu, Raphael S.; Amorim, Glauco F.; Muchaluat-Saade, Debora C.; Santos, Joel A. F. dos",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2019-10-29,Caixa 7
ANAIS DE EVENTO,A Contextual Data Offloading Service With Privacy Support,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/8133,"Gomes, Francisco; Rocha, Lincoln; Trinta, Fernando",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2019-10-29,Caixa 7
ANAIS DE EVENTO,Data mining applied in fake news classification through textual patterns,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/13061,"Moraes, Marcos Paulo; Sampaio, Jonice de Oliveira; Charles, Anderson Cordeiro",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2020-11-30,Caixa 7
ANAIS DE EVENTO,Foreword and Organizing Committee,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/25688,"Macedo, Alessandra Alaniz",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2023-10-23,Caixa 7
ANAIS DE EVENTO,Utilizando aprendizado por representação para a classificação de laços sociais da IoT,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/21987,"J. Junior, Jamisson; Figueiredo, Thiago S.; Lopes, Ramon; Santos, Bruno P.; Torres, Luiz C. B.",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2022-11-07,Caixa 7
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/22006,"Silva, Thiago Henrique",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2022-11-07,Caixa 7
ANAIS DE EVENTO,EvaML e EvaSIM: Proposta de Linguagem Baseada em XML e Simulador para o Robô EVA,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/25656,"da Rocha, Marcelo Marques; Muchaluat-Saade, Débora Christina",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2023-10-23,Caixa 7
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/8341,"dos Santos, Joel A. F.; Muchaluat-Saade, Debora C.; Willrich, Roberto",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2019-10-29,Caixa 7
ANAIS DE EVENTO,Analyzing A Touristic Event Popularity Using Social Networks,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/17609,"Lopes, Pedro Pongelupe; Marques-Neto, Humberto T.",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2021-11-05,Caixa 8
ANAIS DE EVENTO,Foreword and Organizing Committee,https://sol.sbc.org.br/index.php/ihc_estendido/article/view/4281,"Prates, Raquel; Candello, Heloisa",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),2018-10-23,Caixa 8
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/ihc_estendido/article/view/19596,"Freire, André Pimenta; Mota, Marcelle Pereira",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),2021-10-18,Caixa 8
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/ihc_estendido/article/view/8447,"Santos, Celso Alberto Saibel; Guimarães, Rodrigo Laiola; Kronbauer, Artur; de Santana, Vagner Figueredo",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),2019-10-11,Caixa 8
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/ihc_estendido/article/view/14045,"Santos, Caroline Queiroz; Villela, Maria Lúcia Bento; Gasparini, Isabela; Conte, Tayana",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTATIONAL SYSTEMS (IHC),2020-10-26,Caixa 8
ANAIS DE EVENTO,Aprendizado de máquina para o diagnóstico da hipersensibilidade dentinária utilizando espectroscopia no infravermelho por transformada de Fourier,https://sol.sbc.org.br/index.php/sbcas/article/view/28838,"Souza, Paulo D. S.; Souza, Paola G.; Soares, Paulo V.; Sabino-Silva, Robinson; Carneiro, Murillo G.",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING APPLIED TO HEALTH (SBCAS),2024-06-25,Caixa 8
ANAIS DE EVENTO,Introduction and Organizing Committee,https://sol.sbc.org.br/index.php/wei/article/view/9881,"Galvão, Leandro; Leite, Jair",PROCEEDINGS OF THE WORKSHOP ON COMPUTING EDUCATION (WEI),2018-07-26,Caixa 8
ANAIS DE EVENTO,Foreword and Organizing Committee,https://sol.sbc.org.br/index.php/wei/article/view/16015,"Conte, Tayana; Hauck, Jean",PROCEEDINGS OF THE WORKSHOP ON COMPUTING EDUCATION (WEI),2021-07-20,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/ctd/article/view/10488,"dos Santos, Vinicius; Szwarcfiter, Jayme; Rautenbach, Dieter",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2014-07-28,Caixa 8
ANAIS DE EVENTO,EvaML e EvaSIM: Proposta de Linguagem Baseada em XML e Simulador para o Robô EVA,https://sol.sbc.org.br/index.php/ctd/article/view/24854,"Rocha, Marcelo Marques da; Muchaluat-Saade, Débora Christina",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2023-08-06,Caixa 8
ANAIS DE EVENTO,Introduction and Organizing Committee,https://sol.sbc.org.br/index.php/ctd/article/view/9859,"Nakagawa, Elisa Yumi",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2018-07-26,Caixa 8
ANAIS DE EVENTO,Alocação de recursos e posicionamento de funções virtualizadas em redes de acesso por rádio desagregadas,https://sol.sbc.org.br/index.php/ctd/article/view/29274,"Almeida, Gabriel Matheus; Pinto, Leizer de Lima; Cardoso, Kleber Vieira",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 8
ANAIS DE EVENTO,Atualização Confiável dos Modelos de Detecção de Intrusão Baseada em Aprendizagem de Máquina,https://sol.sbc.org.br/index.php/ctd/article/view/29273,"Horchulhack, Pedro; Santin, Altair Olivo; Viegas, Eduardo Kugler",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 8
ANAIS DE EVENTO,Replicação Máquina de Estados Paralelas com Escalonamento Híbrido,https://sol.sbc.org.br/index.php/ctd/article/view/20783,"Burgos, Aldênio; Alchieri, Eduardo",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2022-07-31,Caixa 8
ANAIS DE EVENTO,Abordagens Exata e Heurística para o Mapeamento de Redes Virtuais,https://sol.sbc.org.br/index.php/ctd/article/view/6335,"Araújo, Samuel M. A.; Mateus, Geraldo R.; de Souza, Fernanda S. H.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2019-06-26,Caixa 8
ANAIS DE EVENTO,Introduction and Organizing Committee,https://sol.sbc.org.br/index.php/wit/article/view/9871,"Bim, Sílvia Amélia; Lauschner, Tanara",PROCEEDINGS OF THE WOMEN IN INFORMATION TECHNOLOGY (WIT),2017-07-02,Caixa 8
ANAIS DE EVENTO,Introduction and Organizing Committee,https://sol.sbc.org.br/index.php/semish/article/view/9880,"Nogueira, José Marcos Silva",PROCEEDINGS OF THE INTEGRATED SOFTWARE AND HARDWARE SEMINAR (SEMISH),2018-07-26,Caixa 8
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/semish/article/view/16970,"Delicato, Flávia Coimbra; Batista, Thais Vasconcelos; Ramos Filho, Heitor Soares",PROCEEDINGS OF THE INTEGRATED SOFTWARE AND HARDWARE SEMINAR (SEMISH),2013-07-23,Caixa 8
ANAIS DE EVENTO,Adaptação e Avaliação de Desempenho do Algoritmo TCP Cubic no Protocolo DCCP,https://sol.sbc.org.br/index.php/wperformance/article/view/27651,"Calado, Ivo; Lira, Romeryto; Sales, Leandro; Almeida, Hyggo; Perkusich, Angelo",PROCEEDINGS OF THE WORKSHOP ON PERFORMANCE OF COMPUTER AND COMMUNICATION SYSTEMS (WPERFORMANCE),2013-07-23,Caixa 8
ANAIS DE EVENTO,Adaptação e Avaliação de Desempenho do Algoritmo TCP Cubic no Protocolo DCCP,https://sol.sbc.org.br/index.php/wperformance/article/view/27660,"Calado, Ivo; Lira, Romeryto; Sales, Leandro; Almeida, Hyggo; Perkusich, Angelo",PROCEEDINGS OF THE WORKSHOP ON PERFORMANCE OF COMPUTER AND COMMUNICATION SYSTEMS (WPERFORMANCE),2013-07-23,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sbcup/article/view/10164,"Bissoli, Alexandre; Ferrara, Flavio; Bastos-Filho, Teodiano",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2015-07-20,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sbcup/article/view/9441,"Gomes, Eduardo; Torres, Natália Melgaço Pereira; Mocaiber, Izabela; Artigas, Danilo; Copetti, Alessandro",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2016-07-04,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sbcup/article/view/10176,"Luz, Kerlla; Solís, Priscilla; Garcia, Henrique; Farias, Mylène",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2015-07-20,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sbcup/article/view/9467,"Veiga, Ernesto Fonseca; Bulcão Neto, Renato de Freitas",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2016-07-04,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sbcup/article/view/9470,"Xavier, Lucas M. S.; Kaiser Filho, Huberto; Davet, Patrícia; Yamin, Adenauer",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2016-07-04,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sbcup/article/view/9466,"Wunsch, Guilherme; da Costa, Cristiano André; Righi, Rodrigo da Rosa",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2016-07-04,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sbcup/article/view/9450,"Machado, Roger; Almeida, Ricardo; da Rosa, Diórgenes; Lopes, João; Pernas, Ana; Yamin, Adenauer",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2016-07-04,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sbcup/article/view/10165,"Ferreira, Andressa; Piva, Leonardo; Braga, Reinaldo; Andrade, Rossana",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2015-07-20,Caixa 8
ANAIS DE EVENTO,Foreword and Organizing Committee,https://sol.sbc.org.br/index.php/sbcup/article/view/16957,"Augustin, Iara; Aquino, André Luiz Lins de",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2020-06-30,Caixa 8
ANAIS DE EVENTO,Introduction and Organizing Committee,https://sol.sbc.org.br/index.php/sbcup/article/view/9866,"Mini, Raquel Aparecida de Freitas; Yamin, Adenauer Corrêa; Corrêa, Ana Grasielle Dionísio; Villas, Leandro Aparecido; Righi, Rodrigo da Rosa",PROCEEDINGS OF BRAZILIAN SYMPOSIUM ON UBIQUITOUS AND PERVASIVE COMPUTING (SBCUP),2018-08-09,Caixa 8
ANAIS DE EVENTO,Introduction and Organizing Committee,https://sol.sbc.org.br/index.php/brasnam/article/view/9885,"dos Santos, Rodrigo Pereira; Moura, Raimundo Santos",PROCEEDINGS OF THE BRAZILIAN WORKSHOP ON SOCIAL NETWORK ANALYSIS AND MINING (BRASNAM),2018-07-26,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/ctic/article/view/9149,"Aires, Victória; de Freitas, Rosiane",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2016-07-04,Caixa 8
ANAIS DE EVENTO,ColorAnt-RT: Algoritmo de Coloração de Grafo que utiliza Colônia de Formigas aplicado a Alocação de Registradores,https://sol.sbc.org.br/index.php/ctic/article/view/28093,"Lintzmayer, Carla Negri; Mulati, Mauro Henrique; Silva, Anderson Faustino da",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2012-07-16,Caixa 8
ANAIS DE EVENTO,Impacto de falhas transientes em memórias SRAM em nanotecnologia,https://sol.sbc.org.br/index.php/ctic/article/view/11056,"Marques, Cleiton  M.; Meinhardt, Cristina ; Butzen, Paulo  F.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2020-06-30,Caixa 8
ANAIS DE EVENTO,Uma Avaliação de Estratégias de Detecção de Conteúdo de Baixa Qualidade: Quais Atributos Ainda São Relevantes?,https://sol.sbc.org.br/index.php/ctic/article/view/11055,"Resende, Júlio César ; Moraes, Igor ; Rocha, Leonardo ",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2020-06-30,Caixa 8
ANAIS DE EVENTO,Geração Automática de Receitas Culinárias para Pessoas com Restrições Alimentares,https://sol.sbc.org.br/index.php/ctic/article/view/11054,"Britto, Larissa  F. S.; Pacífico, Luciano  D. S.; Ludermir, Teresa  B.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2020-06-30,Caixa 8
ANAIS DE EVENTO,Planejamento Hierárquico Para Enxames Robóticos Baseado na Exploração do Espaço de Configurações,https://sol.sbc.org.br/index.php/ctic/article/view/28096,"Santos, Vinicius Graciano; Chaimowicz, Luiz",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2012-07-16,Caixa 8
ANAIS DE EVENTO,Avaliação empírica de termos técnicos em issues de projetos opensource,https://sol.sbc.org.br/index.php/ctic/article/view/11049,"Mota Júnior, Joselito ; Machado, Ivan",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2020-06-30,Caixa 8
ANAIS DE EVENTO,Robôs Evolutivos para a Investigação do Comportamento de Ratos no Teste de Campo Aberto,https://sol.sbc.org.br/index.php/ctic/article/view/7156,"Raineri, Luciana Trento; Del Lama, Rafael Silva; Candido, Raquel Mariana; Costa, Ariadne; Tinos, Renato",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2019-07-01,Caixa 8
ANAIS DE EVENTO,Um modelo baseado na evolução temporal de consumo e sua aplicação em domínios de recomendação,https://sol.sbc.org.br/index.php/ctic/article/view/10511,"Araujo, Camila; Mourão, Fernando; Meira Jr., Wagner",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2014-07-28,Caixa 8
ANAIS DE EVENTO,Introduction and Organizing Committee,https://sol.sbc.org.br/index.php/ctic/article/view/9860,"Soares Neto, Carlos de Salles",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2017-07-02,Caixa 8
ANAIS DE EVENTO,Uso de Regressão Logística para Modelar e Avaliar a Credibilidade em Aplicações Web,https://sol.sbc.org.br/index.php/ctic/article/view/29180,"Lima, Rafael; Pereira, Adriano",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2011-07-19,Caixa 8
ANAIS DE EVENTO,Combinando análise fractal e mineração de séries temporais para identificação de extremos climáticos regionais,https://sol.sbc.org.br/index.php/ctic/article/view/29176,"Nunes, Santiago Augusto; Romani, Luciana A. S.; Avila, Ana M. H.; Sousa, Elaine P. M. de; Traina, Agma J. M.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2011-07-19,Caixa 8
ANAIS DE EVENTO,Um Algoritmo Inter-Procedural para Análise de Largura de Variáveis,https://sol.sbc.org.br/index.php/ctic/article/view/28098,"Teixeira, Douglas do Couto; Pereira, Fernando Magno Quintão",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2012-07-16,Caixa 8
ANAIS DE EVENTO,SpamBands: uma metodologia para identificação de fontes de spam agindo de forma orquestrada,https://sol.sbc.org.br/index.php/ctic/article/view/10018,"Fazzion, Elverton; Fonseca, Oswaldo; Meira Jr., Wagner; Guedes, Dorgival",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2015-07-20,Caixa 8
ANAIS DE EVENTO,Avaliação da Relevância dos Warnings Reportados por Ferramentas para Detecção de Defeitos baseadas em Análise Estática,https://sol.sbc.org.br/index.php/ctic/article/view/29175,"Montandon, João Eduardo; Valente, Marco Túlio",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2011-07-19,Caixa 8
ANAIS DE EVENTO,Detecção de Spams Utilizando Conteúdo Web Associado a Mensagens,https://sol.sbc.org.br/index.php/ctic/article/view/29173,"Ribeiro, Marco Túlio C.; Meira Jr., Wagner; Guedes, Dorgival; Veloso, Adriano",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2011-07-19,Caixa 8
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/ctic/article/view/9150,"Davila, Nicole C.; dos Reis, Adriana N.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2016-07-04,Caixa 8
ANAIS DE EVENTO,Combinando Técnicas de Mineração de Dados para Melhorar o Processo de Detecção Automática de Arritmia Cardíaca,https://sol.sbc.org.br/index.php/ctic/article/view/7162,"Gomes, Christian; Rocha, Leonardo",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2019-07-01,Caixa 8
ANAIS DE EVENTO,Detecção de Spammers na Rede de Origem,https://sol.sbc.org.br/index.php/ctic/article/view/29172,"Las-Casas, Pedro Henrique B.; Marques-Neto, Humberto T.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2011-07-19,Caixa 8
ANAIS DE EVENTO,Análise e Implementação de Modelos Contextuais para Desambiguação de Entidades Nomeadas em Fluxos de Mensagens,https://sol.sbc.org.br/index.php/ctic/article/view/16860,"Davis, Alexandre; Pereira, Adriano C. M.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2013-07-23,Caixa 8
ANAIS DE EVENTO,Clustering consensual para a detecção eficiente de comunidades em redes pela modularidade ajustada,https://sol.sbc.org.br/index.php/ctic/article/view/16861,"Santos, Camila Pereira dos; Nascimento, Mariá Cristina Vasconcelos",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2013-07-23,Caixa 8
ANAIS DE EVENTO,Ciclos e Caminhos Longos em Grafos Ímpares,https://sol.sbc.org.br/index.php/ctic/article/view/16863,"Mesquita, Felipe de Campos ; Bueno, Letícia Rodrigues",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2013-07-23,Caixa 8
ANAIS DE EVENTO,Projeto e Implementação de Decodificadores de Código em Plataformas FPGA,https://sol.sbc.org.br/index.php/ctic/article/view/16864,"Araújo, Felipe de Oliveira de; Santos, Ricardo Ribeiro dos",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2013-07-23,Caixa 8
ANAIS DE EVENTO,Classificação de Alto Nível Baseada em Entropia da Rede,https://sol.sbc.org.br/index.php/ctic/article/view/16865,"Alves Neto, Filipe; Zhao, Liang",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2013-07-23,Caixa 8
ANAIS DE EVENTO,Implementação de Difusão Atômica Baseada em Diagnóstico com Testes Imperfeitos,https://sol.sbc.org.br/index.php/ctic/article/view/10505,"de Camargo, Edson; Duarte Jr., Elias; Cassou-Pietniczka, Weyne",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2014-07-28,Caixa 8
ANAIS DE EVENTO,HASCH: Um Corretor Ortográfico Automático de Alto Desempenho para Textos Oriundos da Web,https://sol.sbc.org.br/index.php/ctic/article/view/28094,"Andrade, Guilherme; Teixeira, Felipe; Xavier, Carolina; Rocha, Leonardo",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2012-07-16,Caixa 8
ANAIS DE EVENTO,Caracterização e Modelagem Temporal de Chamadas de Telefonia Móvel em Grandes Eventos,https://sol.sbc.org.br/index.php/ctic/article/view/16868,"Silveira, Lucas Maia; Marques-Neto, Humberto T.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2013-07-23,Caixa 8
ANAIS DE EVENTO,G-PETo: Um Framework para Troca Direta e Transparente de Dados entre Aplicações Filtro-Fluxo em Arquiteturas Multi-GPUs,https://sol.sbc.org.br/index.php/ctic/article/view/7164,"Avelar, Millas; Andrade, Guilherme; Rocha, Leonardo",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2018-08-09,Caixa 8
ANAIS DE EVENTO,"Relações Espaciais, Temporais e de Ordem para Detecção de Colisão Broad Phase Genérica e Escalável",https://sol.sbc.org.br/index.php/ctic/article/view/3235,"Serpa, Ygor Rebouças; Rodrigues, Maria Andréia Formico",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2018-07-26,Caixa 8
ANAIS DE EVENTO,FAiR: Framework de Avaliação e Caracterização em Sistemas de Recomendação,https://sol.sbc.org.br/index.php/ctic/article/view/7163,"Carvalho, Diego; Silva, Nícollas; Rocha, Leonardo",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2018-08-09,Caixa 8
ANAIS DE EVENTO,FLODNet - Detecção e reconhecimento de objetos em dispositivos de baixa especificação: um estudo de caso em classificação de alimentos,https://sol.sbc.org.br/index.php/ctic/article/view/3234,"de Oliveira, Bernardo Augusto Godinho; Ferreira, Flávia M. F.; Martins, Carlos Augusto",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2018-07-26,Caixa 8
ANAIS DE EVENTO,Simulação e Análise de Congestionamento em Redes Veiculares,https://sol.sbc.org.br/index.php/ctic/article/view/10509,"de Brito, Mariana; Tostes, Anna Izabel; Duarte-Figueiredo, Fátima",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2014-07-28,Caixa 8
ANAIS DE EVENTO,Módulo de simulação realista para redes de acesso móveis LTE/LTE-A,https://sol.sbc.org.br/index.php/ctic/article/view/7165,"Sekijima, Luiz R. F.; de Andrade, Tiago P. C.; da Fonseca, Nelson L. S.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2018-08-09,Caixa 8
